title,author,publisher,ISBN,category,date,pages,price,discount_price
ΤΟ ΥΠΟΓΕΙΟ ΡΕΥΜΑ. Επεισόδια από τα σκοτεινά χρόνια της ιστορίας των Ηνωμένων Πολιτειών,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-162-4,Ξένη Λογοτεχνία,1987,400,15.00€ , 10.50€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 7στ,,,,"Bιβλία που διαθέτει η ""ΣE""",2013,,7.00€ , 4.90€
ΑΗ ΣΤΡΑΤΗΣ. Η μάχη της πείνας των πολιτικών εξόριστων. Χειμώνας 1941-1942,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-161-7,Πολιτική & Κοινωνία,2013,272,16.00€ , 11.20€
ΑΛΗΘΕΙΕΣ ΚΑΙ ΨΕΜΑΤΑ ΓΙΑ ΤΟ ΣΟΣΙΑΛΙΣΜΟ 3. Για την παραχάραξη της ιστορίας,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-163-1,Πολιτική & Κοινωνία,2013,88,7.00€ , 4.90€
Άπαντα – Τόμος 10 (Αύγουστος – Δεκέμβρης 1927),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-160-0,Πολιτική & Κοινωνία,2013,456,20.00€ , 14.00€
Αναμνήσεις για τον Έρνεστ Τέλμαν,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-159-4,Πολιτική & Κοινωνία,2013,136,7.00€ , 4.90€
Η εξέγερση του Σπάρτακου. Τα μεγάλα κοινωνικά κινήματα των δούλων και των ελευθέρων στα τέλη της Ρωμαϊκής Δημοκρατίας,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-158-7,Πολιτική & Κοινωνία,2013,184,10.00€ , 7.00€
Για τον πόλεμο και τη σοσιαλιστική επανάσταση,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-157-0,Μαρξ - Ένγκελς - Λένιν,2013,424,15.00€ , 10.50€
Τετράδια φυλακής,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-156-3,Πολιτική & Κοινωνία,2013,264,14.00€ , 9.80€
Από την πείρα του κινήματος των οικοδόμων στην Ελλάδα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-155-6,Πολιτική & Κοινωνία,2013,568,20.00€ , 14.00€
ΑΛΗΘΕΙΕΣ ΚΑΙ ΨΕΜΑΤΑ ΓΙΑ ΤΟ ΣΟΣΙΑΛΙΣΜΟ 2. Για τη σοσιαλιστική εξουσία,,,978-960-451-145-7,Πολιτική & Κοινωνία,2012,76,7.00€ , 4.90€
Παιδιά της Αθήνας,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-153-2,Παιδική & Νεανική Βιβλιοθήκη,2012,272,9.00€ , 6.30€
ΟΚΤΩΒΡΗΣ 1917. Η πορεία των μπολσεβίκων προς τη νίκη,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-151-8,Πολιτική & Κοινωνία,2012,136,7.00€ , 4.90€
Τα βιβλία της Μαρίας,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-150-1,Παιδική & Νεανική Βιβλιοθήκη,2012,48,10.00€ , 7.00€
Η Λιχουδοχώρα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-152-5,Παιδική & Νεανική Βιβλιοθήκη,2012,112,17.00€ , 11.90€
Όταν σκάβαμε τον ουρανό,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-149-5,Ελληνική Λογοτεχνία,2012,272,12.00€ , 8.40€
10 ιστορίες της Νέας Υόρκης,,,978-960-451-148-8,Ξένη Λογοτεχνία,2012,120,8.00€ , 5.60€
Ο τρελός κι ο γνωστικός,,,978-960-451-147-1,Παιδική & Νεανική Βιβλιοθήκη,2012,76,12.00€ , 8.40€
ΒΙΤΣΙ﻿ (Αύγουστος – Νοέμβρης 1948),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-142-6,Πολιτική & Κοινωνία,2012,96,8.00€ , 5.60€
Δημοκρατικός Στρατός Ελλάδας.  Ίδρυση – Μονάδες – Αξιωματικοί – Δυνάμεις – Απώλειες – Κοινωνική σύνθεση,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-146-4,Πολιτική & Κοινωνία,2012,568,20.00€ , 14.00€
Κώστας Βάρναλης. Φως που πάντα καίει / ΕΠΙΣΤΗΜΟΝΙΚΟ ΣΥΝΕΔΡΙΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-144-0,Πολιτική & Κοινωνία,Σεπτέμβριος 2012,384,17.00€ , 11.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 7ε,,,,"Bιβλία που διαθέτει η ""ΣE""",2012,,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 7δ,,,,"Bιβλία που διαθέτει η ""ΣE""",2011,,7.00€ , 4.90€
ΑΛΗΘΕΙΕΣ ΚΑΙ ΨΕΜΑΤΑ ΓΙΑ ΤΟ ΣΟΣΙΑΛΙΣΜΟ 1. Για τη σοσιαλιστική οικονομία,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-145-7,Πολιτική & Κοινωνία,Σεπτέμβριος 2012,64,7.00€ , 4.90€
Η ΕΑΜική Αντίσταση στην περιοχή Σερβίων Κοζάνης,,,978-960-451-143-3,Πολιτική & Κοινωνία,Σεπτέμβριος 2012,240,13.00€ , 9.10€
Διεθνής Κομμουνιστική Επιθεώρηση-τεύχος 3,,,,Πολιτική & Κοινωνία,Σεπτέμβριος 2012,,5.00€,
Οι δίκες των μπολσεβίκων,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-141-9,Πολιτική & Κοινωνία,2012,64,5.00€ , 3.50€
Για το ζήτημα της κατοικίας,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-140-2,Μαρξ - Ένγκελς - Λένιν,2012,152,8.00€ , 5.60€
Άπαντα – Τόμος 11 (1928 – Μάρτης 1929),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-139-6,Πολιτική & Κοινωνία,2012,456,20.00€ , 14.00€
Οι θέσεις του Απρίλη,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-138-9,Μαρξ - Ένγκελς - Λένιν,2012,160,8.00€ , 5.60€
Το ψωμί,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Ξένη Λογοτεχνία,2012,336,13.00€ , 9.10€
Ατυχήματα – Πρώτες βοήθειες,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,,"Bιβλία που διαθέτει η ""ΣE""",1997,82,8.00€ , 6.40€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 7γ,,,,"Bιβλία που διαθέτει η ""ΣE""",2010,,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 7β,,,,"Bιβλία που διαθέτει η ""ΣE""",2009,,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 7α,,,,"Bιβλία που διαθέτει η ""ΣE""",2008,440,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 6,,,,"Bιβλία που διαθέτει η ""ΣE""",2006,296,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 5,,,,"Bιβλία που διαθέτει η ""ΣE""",2005,288,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 4δ,,,,"Bιβλία που διαθέτει η ""ΣE""",2003,364,7.00€ , 4.90€
Πώς γεννιούνται$ ζουν και πεθαίνουν οι θεοί και οι θεές,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-136-5,Πολιτική & Κοινωνία,2012,368,15.00€ , 10.50€
Οι μετανάστες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-134-1,Ελληνική Λογοτεχνία,2012,320,15.00€ , 10.50€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 4γ,,,,"Bιβλία που διαθέτει η ""ΣE""",2002,336,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 4β,,,,"Bιβλία που διαθέτει η ""ΣE""",2002,336,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 4α,,,,"Bιβλία που διαθέτει η ""ΣE""",2002,376,7.00€ , 4.90€
Οι καταβολές μας,ΤΥΠΟΕΚΔΟΤΙΚΗ ΑΕ,ΤΥΠΟΕΚΔΟΤΙΚΗ ΑΕ,960-85448-3-1,"Bιβλία που διαθέτει η ""ΣE""",1998,264,9.00€ , 7.20€
20ός αιώνας$ Εποποιία – Τραγωδία – Ελπίδα,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,,"Bιβλία που διαθέτει η ""ΣE""",1996,356,8.00€ , 6.40€
Φώτης Αγγουλές,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-220-241-6,"Bιβλία που διαθέτει η ""ΣE""",1992,264,10.00€ , 7.00€
Η μεγάλη πενταετία (1940-1945). Τόμος 2ος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1986,456,14.00€ , 9.80€
Ανιχνευτές της ιστορίας,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,960-91065-0-1,"Bιβλία που διαθέτει η ""ΣE""",1999,,16.00€ , 12.80€
Η σταυρωμένη αντίσταση. Χειροτεχνήματα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",2000,80,6.00€ , 4.20€
Χαρίλαος Φλωράκης και λαϊκό κίνημα,ΤΥΠΟΕΚΔΟΤΙΚΗ ΑΕ,ΤΥΠΟΕΚΔΟΤΙΚΗ ΑΕ,960-85448-5-8,"Bιβλία που διαθέτει η ""ΣE""",2001,688,25.00€ , 20.00€
Ελληνοβουλγαρικοί διάλογοι,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1980,184,5.00€ , 4.00€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 3β,,,,"Bιβλία που διαθέτει η ""ΣE""",1998,288,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 3α,,,,"Bιβλία που διαθέτει η ""ΣE""",1998,336,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 2,,,,"Bιβλία που διαθέτει η ""ΣE""",1994,236,7.00€ , 4.90€
Έπεσαν για τη ζωή (έκδοση KE του KKE).Τόμος 1,,,,"Bιβλία που διαθέτει η ""ΣE""",1988,84,7.00€ , 4.90€
ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΤΡΑΤΟΣ (έκδοση ΡΙΖΟΣΠΑΣΤΗΣ). Τόμος 2ος: Γενάρης – Σεπτέμβρης 1949,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-7734-03-3,"Bιβλία που διαθέτει η ""ΣE""",1996,676,15.00€ , 10.50€
ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΤΡΑΤΟΣ (έκδοση ΡΙΖΟΣΠΑΣΤΗΣ). Τόμος 1ος: Γενάρης – Δεκέμβρης 1948,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-7734-02-5,"Bιβλία που διαθέτει η ""ΣE""",1996,568,15.00€ , 10.50€
Για να θριαμβεύσει η ζωή (έκδοση PIΖΟΣΠΑΣΤΗΣ),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-7734-00-9,"Bιβλία που διαθέτει η ""ΣE""",1996,96,5.00€ , 3.50€
Ένα ανταρτόπουλο εξιστορεί. Σελίδες από το ΔΣΕ,ΤΣΑΜΠΙΡΑΣ ΘΑΝΑΣΗΣ,ΤΣΑΜΠΙΡΑΣ ΘΑΝΑΣΗΣ,960-90197-0-6,"Bιβλία που διαθέτει η ""ΣE""",1995,,7.00€ , 5.60€
H πρώτη πατρίδα,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,,"Bιβλία που διαθέτει η ""ΣE""",,240,9.00€ , 7.20€
Επιτάφιος (Ανάτυπο της ιστορικής έκδοσης του «Επιτάφιου» από το «Ριζοσπάστη» το 1936),ΡΙΖΟΣΠΑΣΤΗΣ,ΡΙΖΟΣΠΑΣΤΗΣ,,"Bιβλία που διαθέτει η ""ΣE""",2000,20,3.50€ , 2.45€
Θρύλοι της Αραβίας. Η ξένη,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,978-960-93-1946-1,"Bιβλία που διαθέτει η ""ΣE""",2010,184,12.00€ , 8.40€
Ποτέ τους δεν έγιναν είκοσι,ΣΚΥΤΑΛΗ,ΣΚΥΤΑΛΗ,,"Bιβλία που διαθέτει η ""ΣE""",,160,9.00€,
Ο τελευταίος χαιρετισμός στην επανάσταση,ΑΥΤΟΕΚΔΟΣΕΙΣ,ΑΥΤΟΕΚΔΟΣΕΙΣ,960-85480-2-0,Ελληνική Λογοτεχνία,1994,64,4.00€ , 3.20€
Ο μαύρος οβελίσκος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",,506,9.00€ , 6.30€
Στης δύσης την αντιφεγγιά,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-85480-1-2,"Bιβλία που διαθέτει η ""ΣE""",1994,160,8.00€ , 5.60€
Σχετικά με τη γελοιογραφία του μαρξισμού και τον «ιμπεριαλιστικό οικονομισμό»,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1985,64,5.00€ , 3.50€
Ο οπορτουνισμός και η χρεοκοπία της II Διεθνούς,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1985,40,5.00€ , 3.50€
Μικροαστικός και προλεταριακός σοσιαλισμός,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1984,16,5.00€ , 3.50€
Η καταστροφή που μας απειλεί και πως πρέπει να την καταπολεμήσουμε,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1985,56,5.00€ , 3.50€
Δημοκρατία και δικτατορία,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1989,80,5.00€ , 3.50€
Γιατί η σοσιαλδημοκρατία πρέπει να κηρύσσει αποφασιστικό και αμείλικτο πόλεμο στους σοσιαλεπαναστάτες; Επαναστατικός τυχοδιωκτισμός,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1986,40,5.00€ , 3.50€
Για το συνεταιρισμό,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1986,52,5.00€ , 3.50€
Για τον Μαρξ και τη διδασκαλία του,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1985,80,5.00€ , 3.50€
Μπαχία$ το λιμάνι των Αγίων,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1987,304,9.00€ , 6.30€
Μια ζωή δοσμένη στον αγώνα. Οι αθάνατοι στρατιώτες της λευτεριάς,ΠΑΠΑΚΩΝΣΤΑΝΤΙΚΟΥ Γ,ΠΑΠΑΚΩΝΣΤΑΝΤΙΚΟΥ Γ,,"Bιβλία που διαθέτει η ""ΣE""",,728,14.00€ , 11.20€
Η Ρωσική επανάσταση σε κόμικς,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1989,160,6.00€ , 4.20€
Ο κομμουνισμός σαν κοινωνικοπολιτικό σύστημα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1987,122,5.00€ , 3.50€
Οι βάσεις των φιλοσοφικών γνώσεων,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1989,452,12.00€ , 9.60€
Το αγροτικό ζήτημα και οι «κριτικοί του Μαρξ»,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1986,184,5.00€ , 3.50€
Τι είναι η σοβιετική εξουσία;,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1986,104,5.00€ , 3.50€
Για τον ιμπεριαλισμό και τους ιμπεριαλιστές,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1989,176,5.00€ , 3.50€
Για το σύνθημα των ενωμένων πολιτειών της Ευρώπης,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1984,32,5.00€ , 3.50€
Για το αγροτικό ζήτημα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1987,148,5.00€ , 3.50€
Για τα «αριστερά» παιδιαρίσματα και το μικροαστισμό,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,"Bιβλία που διαθέτει η ""ΣE""",1984,40,5.00€ , 3.50€
H σοσιαλιστική οργάνωση Φεντερασιόν Θεσσαλονίκης$1909-1918,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-587-5,Πολιτική & Κοινωνία,1989,314,10.00€ , 7.00€
H επανάσταση του ’21,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-582-4,Πολιτική & Κοινωνία,1988,360,10.00€ , 7.00€
Μακρόνησος. Ιστορικός τόπος. Τόμος Γ΄,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-006-1,Πολιτική & Κοινωνία,2006,608,30.00€ , 21.00€
Μακρόνησος. Ιστορικός τόπος. Τόμος Β΄,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-910-2,Πολιτική & Κοινωνία,2003,780,30.00€ , 21.00€
Μακρόνησος. Ιστορικός τόπος. Τόμος Α΄,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-909-9,Πολιτική & Κοινωνία,2002,696,30.00€ , 21.00€
Χρονικό αγώνων και θυσιών του KKE. Τόμος 2 (1946-1978),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-576-Χ,Πολιτική & Κοινωνία,1979,624,8.00€ , 5.60€
Χρονικό αγώνων και θυσιών του KKE. Τόμος 1 (1918-1945),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-575-1,Πολιτική & Κοινωνία,1978,256,8.00€ , 5.60€
Το ΚΚΕ γεννά Μπελογιάννηδες,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-097-9,Πολιτική & Κοινωνία,2010,56,2.00€ , 1.40€
Οι δίκες για κατασκοπία την άνοιξη του 1960 στην Αθήνα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-589-1,Πολιτική & Κοινωνία,1989,720,13.00€ , 9.10€
Ο Μεγάλος Πατριωτικός Πόλεμος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Πολιτική & Κοινωνία,1985,306,10.00€ , 7.00€
60 χρόνια από τη μεγάλη αντιφασιστική νίκη των λαών,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-990-0,Πολιτική & Κοινωνία,2005,224,11.00€ , 7.70€
ΝΙΚΟΣ ΜΠΕΛΟΓΙΑΝΝΗΣ. Ντοκουμέντα και επίκαιρα διδάγματα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-093-1,Πολιτική & Κοινωνία,2010,80,5.00€ , 3.50€
Αντάρτες στ’ Άγραφα (1946-1950),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-833-1,Πολιτική & Κοινωνία,1983,512,14.00€ , 9.80€
Γιάννης Μαλαγάρης. Ιστορική βιογραφία. Σάμος 1908-1949,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-935-8,Πολιτική & Κοινωνία,2003,160,10.00€ , 7.00€
Εργατική πρωτομαγιά 1886-1986,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-570-0,Πολιτική & Κοινωνία,1986,226,10.00€ , 7.00€
H άρνηση της υποταγής,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-856-4,Πολιτική & Κοινωνία,1999,176,9.00€ , 6.30€
Ο υπασπιστής του στρατηγού Σαράφη θυμάται και γράφει,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-983-8,Πολιτική & Κοινωνία,2005,296,15.00€ , 10.50€
Το παιδομάζωμα και ποιοι φοβούνται την αλήθεια,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-878-5,Πολιτική & Κοινωνία,2001,352,16.00€ , 11.20€
Η πολιτικη του ΚΚΕ στον αγώνα καιτά του μοναρχοφασισμού,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-567-0,Πολιτική & Κοινωνία,1987,438,10.00€ , 7.00€
Βοήθημα νέας ιστορίας της Ελλάδας,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Πολιτική & Κοινωνία,1984,248,7.00€ , 4.90€
Άπαντα – Τόμος 12 (1929-1930),ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-121-1,Πολιτική & Κοινωνία,2011,492,20.00€ , 14.00€
Η επανάσταση του Νοέμβρη 1918 στη Γερμανία,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-256-6,Πολιτική & Κοινωνία,1991,248,12.00€ , 8.40€
Ο Ανταίος και οι Ανταίοι,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-050-4,Πολιτική & Κοινωνία,2007,216,12.00€ , 8.40€
Η Παρισινή Κομμούνα και η Ελλάδα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-723-1,Πολιτική & Κοινωνία,1994,216,8.00€ , 5.60€
Από εύελπις αντάρτης,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-300-7,Πολιτική & Κοινωνία,1991,200,10.00€ , 7.00€
